Robots 10
-36.454510 11.819049 1.423755
-27.356184 20.069369 2.500000
-34.774509 35.895452 -0.002875
-23.882783 3.294782 2.500000
34.066850 -4.225930 3.131859
19.347875 5.832475 2.500000
36.567462 9.640377 -1.558449
7.188820 3.881427 2.500000
31.835853 -35.557751 3.049597
13.688089 -27.183302 2.500000
35.616453 -12.052665 2.986626
-1.184845 -36.844364 2.500000
5.091141 36.500344 3.103400
-4.055157 17.493699 2.500000
4.248352 20.979153 1.618210
28.225080 36.280371 2.500000
-31.663030 -27.994948 -0.136228
-11.965454 -7.169531 2.500000
-12.276517 -21.827615 3.157787
-35.597190 -12.279827 2.500000
