Robots 10
-36.461599 11.264174 1.663293
-27.202966 19.458982 2.500000
-34.849632 35.560611 -0.011756
-23.197002 3.564303 2.500000
34.854117 -3.527658 2.999917
18.673054 5.585085 2.500000
36.348787 9.599331 -1.650423
7.490375 3.680714 2.500000
30.756871 -36.413796 3.076555
14.338985 -27.854984 2.500000
35.814945 -12.010441 3.155099
-0.196087 -36.875927 2.500000
6.697429 36.261282 3.002646
-4.098598 18.564445 2.500000
4.439728 21.314431 1.492206
28.816441 36.078562 2.500000
-32.099956 -28.103298 -0.038527
-12.075559 -7.502292 2.500000
-12.007649 -22.624234 3.047433
-35.063629 -12.287993 2.500000
