Robots 10
-36.295258 10.387592 1.539423
-25.863290 20.300075 2.500000
-35.101534 35.872202 0.191171
-23.563238 3.768561 2.500000
34.632051 -3.608052 3.102627
18.799657 4.955476 2.500000
36.550598 9.794740 -1.599208
8.468720 4.071720 2.500000
30.570781 -36.155600 3.095858
14.614258 -28.146676 2.500000
35.009974 -12.153921 3.066128
-0.395643 -35.321057 2.500000
6.434732 36.614073 3.172049
-3.491295 17.457959 2.500000
4.206723 20.741390 1.584755
28.218253 36.677310 2.500000
-31.296280 -27.942570 0.109368
-12.051100 -6.442192 2.500000
-12.217158 -23.002326 3.105384
-35.430512 -11.883076 2.500000
