Robots 10
-36.482114 10.460715 1.571224
-25.653004 19.983380 2.500000
-34.709479 35.513507 0.064708
-23.115269 2.686693 2.500000
33.696254 -4.374373 2.955515
19.392142 5.058290 2.500000
36.240359 8.570994 -1.571343
7.551202 2.930262 2.500000
31.319192 -35.608700 3.105006
13.802829 -27.991758 2.500000
35.170188 -12.144257 3.078529
0.423187 -35.913967 2.500000
5.639854 36.076372 3.087084
-4.137715 18.943901 2.500000
4.079996 21.022941 1.416875
28.314076 36.951730 2.500000
-31.759149 -28.040641 -0.015187
-11.433654 -5.951413 2.500000
-12.369903 -21.641405 3.011216
-34.502945 -12.249349 2.500000
