Robots 10
-36.359772 11.588929 1.633274
-26.676092 20.069519 2.500000
-34.912168 35.535167 -0.142519
-23.082128 3.265792 2.500000
34.081840 -4.279888 3.089589
18.537775 4.496969 2.500000
36.300803 9.696645 -1.512454
7.948216 4.232261 2.500000
31.264077 -35.597116 2.968940
14.169015 -27.934555 2.500000
34.849237 -11.676220 3.173156
0.005671 -37.164605 2.500000
6.571343 36.432313 3.016544
-3.648250 17.522706 2.500000
4.061276 21.271817 1.311674
29.482728 36.051501 2.500000
-31.419952 -28.230104 0.015426
-11.458392 -7.356443 2.500000
-12.268887 -22.316974 3.116835
-35.385760 -12.415230 2.500000
