Robots 10
-36.163514 10.536228 1.503427
-27.255492 20.226626 2.500000
-34.786401 35.812115 -0.167975
-23.159064 3.669367 2.500000
33.234717 -3.794448 2.922237
18.893954 4.580037 2.500000
36.411111 9.015831 -1.642642
8.354809 2.947628 2.500000
31.754890 -35.694935 3.147927
14.561025 -27.676921 2.500000
35.433519 -11.850190 3.025413
0.451421 -36.331270 2.500000
5.641234 36.289240 3.104251
-4.142140 18.606276 2.500000
3.949721 20.499590 1.628933
28.012898 35.934546 2.500000
-31.217193 -28.146232 -0.045331
-10.699215 -6.504621 2.500000
-12.640441 -21.902860 2.904359
-35.676424 -11.931435 2.500000
