Robots 10
-36.018465 12.012231 1.565594
-26.895163 20.596379 2.500000
-35.359060 36.214741 -0.136983
-22.762850 3.960357 2.500000
34.310152 -3.662455 3.138947
18.836775 5.858401 2.500000
36.465574 8.669859 -1.571225
7.851327 4.326848 2.500000
31.880924 -35.584696 2.921964
13.542735 -28.206016 2.500000
35.584763 -11.732641 3.194491
-0.436113 -35.920712 2.500000
5.228129 36.076396 3.101828
-4.048200 17.296036 2.500000
4.031265 21.433234 1.697483
29.353869 35.795538 2.500000
-32.256540 -28.153948 -0.023951
-11.590255 -6.835979 2.500000
-12.751441 -22.268522 2.941033
-36.043496 -12.618894 2.500000
