Robots 10
-36.132196 10.654186 1.645565
-27.184964 19.839852 2.500000
-35.424812 35.103223 0.091681
-23.315328 3.766414 2.500000
33.749615 -3.334841 3.177245
18.414328 5.136230 2.500000
36.394973 9.990832 -1.654764
7.617963 4.182064 2.500000
31.813775 -35.903323 2.893606
12.911668 -27.764131 2.500000
35.471113 -12.140467 3.080782
-0.072821 -36.544052 2.500000
5.226601 36.063613 3.044362
-3.881019 18.674299 2.500000
4.198487 20.521388 1.660092
27.786602 36.201460 2.500000
-31.937195 -28.182482 -0.170608
-11.703556 -6.232885 2.500000
-12.231182 -21.967648 2.817262
-34.862821 -12.035597 2.500000
