Robots 10
-36.467976 11.378992 1.457440
-26.280931 19.338650 2.500000
-35.142491 35.385496 -0.035183
-22.644071 3.660207 2.500000
33.855119 -4.097633 3.017706
19.481817 4.904928 2.500000
36.299537 8.890005 -1.663613
8.327031 3.863433 2.500000
32.051356 -36.319396 3.095785
13.963332 -27.755900 2.500000
35.129836 -11.673482 3.166028
-0.280723 -37.075013 2.500000
6.564747 35.932919 3.165488
-4.051656 18.971453 2.500000
3.560262 20.981647 1.620677
27.775046 36.332569 2.500000
-31.239665 -28.309045 -0.136802
-12.134740 -7.056346 2.500000
-12.397223 -22.454208 2.974833
-35.679740 -12.005278 2.500000
