Robots 10
-36.317415 11.433682 1.673662
-26.581193 20.090088 2.500000
-35.032853 36.275061 0.152961
-22.544990 3.320170 2.500000
33.264019 -3.770588 3.010206
18.358500 4.520237 2.500000
36.429194 8.812857 -1.486313
7.620558 3.649988 2.500000
30.827213 -36.492695 3.083281
13.091271 -28.784049 2.500000
34.841634 -12.037940 3.132272
0.631600 -36.352032 2.500000
6.867673 36.447250 3.197433
-4.340164 18.074432 2.500000
4.293778 21.304729 1.686803
27.774407 35.879426 2.500000
-31.494779 -28.065723 0.108810
-11.495465 -7.095637 2.500000
-12.087979 -22.973862 2.912808
-34.430747 -12.159391 2.500000
