Robots 10
-36.351032 10.410510 1.584571
-25.768859 20.375091 2.500000
-35.022935 35.479494 -0.046428
-23.448746 2.868643 2.500000
33.360415 -3.734758 2.932082
18.774525 6.096062 2.500000
36.435782 9.024475 -1.599667
7.609026 4.110953 2.500000
31.327972 -35.864315 3.142780
14.625043 -28.377529 2.500000
35.420194 -11.914942 3.080510
-0.860486 -35.965102 2.500000
5.369702 36.427332 3.090523
-3.697592 17.318225 2.500000
3.998195 20.579997 1.401906
29.278781 35.989523 2.500000
-32.070478 -28.107872 -0.022243
-11.973226 -6.894262 2.500000
-12.125953 -22.549779 3.034927
-34.997906 -12.726399 2.500000
