Robots 10
-36.320517 10.956815 1.641430
-26.283435 19.483433 2.500000
-34.904893 36.031681 0.081412
-23.876795 3.037194 2.500000
33.745464 -3.841391 2.886687
18.874086 6.114208 2.500000
36.373044 10.007446 -1.453680
7.827586 3.094799 2.500000
31.878342 -36.141990 3.040612
14.208186 -28.517229 2.500000
35.608911 -12.160290 3.082708
-0.038169 -36.037805 2.500000
6.191790 36.592445 3.123738
-3.849654 17.575193 2.500000
3.966478 21.133811 1.645060
29.518272 36.167857 2.500000
-30.759678 -27.920140 0.022041
-11.873496 -7.139772 2.500000
-11.921593 -22.257985 3.068459
-34.448187 -12.275031 2.500000
