Robots 10
-36.310672 11.639354 1.531989
-26.781748 20.104475 2.500000
-34.999917 35.345479 0.095810
-22.787651 4.047216 2.500000
33.711891 -3.701995 2.980025
19.083496 6.178142 2.500000
36.343843 9.656712 -1.508312
7.645606 2.952032 2.500000
31.978158 -35.678605 2.992899
14.182455 -27.839354 2.500000
35.131571 -12.158676 3.110535
-0.697679 -36.784941 2.500000
5.422928 36.482467 3.026681
-3.955790 18.660211 2.500000
4.089745 21.118473 1.558918
28.609992 35.268849 2.500000
-31.186086 -27.724510 0.196577
-11.457890 -6.867636 2.500000
-12.040216 -21.683922 3.112713
-35.708765 -11.990629 2.500000
