Robots 10
-36.273084 11.037542 1.473179
-26.795372 19.882891 2.500000
-35.404523 35.481556 0.075858
-22.885909 2.987666 2.500000
33.813010 -4.026960 2.899761
18.912567 4.536114 2.500000
36.323750 8.801461 -1.502769
8.221031 3.261121 2.500000
31.244193 -35.486425 2.980310
13.233232 -27.717484 2.500000
34.936673 -12.137064 3.076502
0.151184 -36.482647 2.500000
6.644054 36.030555 3.100482
-4.017427 18.696876 2.500000
4.213131 20.482262 1.550447
28.158866 36.651120 2.500000
-31.019392 -27.834490 0.025220
-12.243370 -6.569410 2.500000
-11.857365 -21.643381 3.134666
-36.008895 -11.873257 2.500000
