Robots 10
-36.430064 10.707567 1.487979
-26.291437 20.369458 2.500000
-35.423803 36.245087 0.087543
-22.233541 3.955871 2.500000
33.603874 -4.233407 2.922614
18.828250 5.144206 2.500000
36.240091 9.168926 -1.617319
8.336266 3.900696 2.500000
31.238930 -36.069858 2.837251
14.300108 -28.198679 2.500000
35.839390 -12.010469 2.957175
-0.990679 -36.889986 2.500000
5.896430 36.305415 3.061312
-4.253741 17.485536 2.500000
3.929207 21.320776 1.626329
28.214189 36.080018 2.500000
-31.239077 -28.260707 -0.034052
-11.613770 -6.871810 2.500000
-12.411723 -22.129190 3.010923
-35.105345 -13.183876 2.500000
