Robots 10
-36.266648 11.966616 1.482683
-26.900159 20.896667 2.500000
-34.724035 35.287024 -0.008793
-22.754046 4.180516 2.500000
34.697093 -4.220292 2.975480
18.318584 4.505938 2.500000
36.508179 9.370754 -1.602977
8.009741 3.849844 2.500000
30.789743 -35.959765 3.123385
13.638675 -27.770997 2.500000
35.577395 -12.369100 3.132973
-1.051820 -36.518494 2.500000
6.727448 36.118233 3.158569
-3.506623 18.261207 2.500000
3.525463 21.124444 1.628965
27.622048 36.248668 2.500000
-30.603678 -28.279447 -0.032356
-11.895231 -7.256791 2.500000
-12.040000 -22.779745 3.097592
-36.121219 -11.966491 2.500000
