Robots 10
-36.280866 10.734446 1.544846
-26.346457 19.547373 2.500000
-34.992056 36.211640 0.175374
-22.644332 4.128309 2.500000
33.492221 -4.188917 2.866814
18.821965 5.199856 2.500000
36.369989 9.832988 -1.450632
8.338338 4.088390 2.500000
31.774717 -35.539987 3.118774
14.316020 -28.245029 2.500000
35.991940 -12.309569 3.118892
-1.256510 -36.479451 2.500000
6.335973 36.345665 2.973067
-5.035413 18.376207 2.500000
3.540938 21.015153 1.504334
27.830830 35.911707 2.500000
-32.312101 -28.000223 -0.020091
-11.864598 -7.506261 2.500000
-12.619771 -22.021782 2.891914
-35.434383 -12.894599 2.500000
