Robots 10
-36.674229 11.926110 1.562641
-26.646500 20.188745 2.500000
-35.392095 34.907336 0.163100
-22.127289 3.218092 2.500000
34.043333 -4.199335 2.935631
19.693464 5.406784 2.500000
36.301697 8.966766 -1.521129
8.010812 4.121797 2.500000
31.248599 -36.428018 3.185942
14.500474 -27.730268 2.500000
35.906839 -12.162069 3.141488
0.460037 -35.740978 2.500000
6.701879 36.428326 3.035426
-4.342479 18.189682 2.500000
4.189224 21.095736 1.668250
27.651156 36.113145 2.500000
-30.918927 -28.323285 -0.128229
-11.854863 -6.957159 2.500000
-11.993225 -22.854859 2.999058
-35.398414 -12.069083 2.500000
