Robots 10
-36.314868 11.480092 1.634988
-26.979950 20.466343 2.500000
-34.938117 35.336826 -0.021737
-22.972038 3.740229 2.500000
34.784745 -3.802893 3.106638
19.793110 5.035399 2.500000
36.191357 10.354765 -1.619961
7.196147 3.897263 2.500000
31.537364 -35.540666 3.051418
13.550233 -27.796001 2.500000
35.098611 -12.029060 3.170810
0.036356 -36.295270 2.500000
6.626462 36.347454 3.171848
-4.613874 18.447923 2.500000
3.889802 21.220943 1.609108
27.596303 36.150756 2.500000
-31.571587 -27.766173 0.176435
-12.067089 -6.969062 2.500000
-12.017916 -22.679060 2.986340
-36.245510 -12.475141 2.500000
