Robots 10
-36.274060 11.369169 1.563888
-27.079627 20.700107 2.500000
-35.264329 35.315162 0.170322
-22.286697 3.084218 2.500000
34.318330 -4.201776 3.175299
19.441504 5.807077 2.500000
36.376336 9.711858 -1.544750
7.829382 4.102924 2.500000
30.659529 -35.817393 2.926691
14.485546 -28.425401 2.500000
35.220114 -11.747764 3.189013
0.445061 -36.050389 2.500000
6.876918 36.126360 3.198598
-3.831321 18.694018 2.500000
4.451214 20.999585 1.630149
29.441629 36.550485 2.500000
-31.113778 -28.263133 -0.163097
-12.253496 -7.105599 2.500000
-11.820720 -22.339753 3.083769
-35.742310 -12.072841 2.500000
