Robots 10
-36.088579 11.859541 1.537233
-25.888300 20.007487 2.500000
-35.210195 36.211165 0.059412
-23.367156 3.226707 2.500000
33.538496 -3.776906 2.950353
19.012615 5.328106 2.500000
36.249966 8.733875 -1.509752
8.476915 3.488409 2.500000
30.907278 -35.777797 2.860282
13.874974 -28.373145 2.500000
35.064652 -11.876728 3.132425
-0.831564 -35.458679 2.500000
5.232439 36.511905 3.151522
-3.861531 17.795123 2.500000
3.921551 21.267670 1.571866
29.148557 36.588197 2.500000
-30.821262 -27.832743 -0.006206
-11.673081 -6.771695 2.500000
-11.997874 -22.331683 3.105399
-35.068748 -11.996670 2.500000
