Robots 10
-36.191801 12.071034 1.458195
-26.179800 20.373499 2.500000
-35.536912 36.479864 0.130132
-22.987756 2.982545 2.500000
33.484962 -3.674767 3.067497
18.555583 5.194276 2.500000
36.209877 9.033845 -1.539571
7.554267 3.076158 2.500000
31.822907 -35.853501 2.890265
13.625665 -27.088208 2.500000
35.886591 -11.910417 3.124760
0.184895 -36.530959 2.500000
6.107644 36.453798 3.038642
-3.636323 17.564762 2.500000
3.558189 20.823900 1.640539
27.953479 36.498196 2.500000
-31.718137 -28.159544 -0.067157
-12.055577 -6.244592 2.500000
-11.774570 -21.769609 3.128128
-35.239046 -12.154988 2.500000
