Robots 10
-36.255274 10.472825 1.635037
-27.147109 19.852824 2.500000
-34.947112 35.315726 0.158235
-23.058744 3.208932 2.500000
34.874713 -3.817135 2.912151
18.713361 5.680038 2.500000
36.175125 8.857023 -1.611897
8.305464 3.534216 2.500000
31.760999 -35.945246 3.119189
13.473438 -27.867662 2.500000
35.065140 -12.274756 3.098867
-0.976696 -35.999347 2.500000
5.305486 36.285472 3.069273
-4.039971 18.498765 2.500000
4.105298 21.252370 1.497818
29.453472 35.716771 2.500000
-32.214762 -27.828933 0.097593
-11.818382 -7.599736 2.500000
-12.153050 -22.061208 3.144716
-36.053859 -13.040753 2.500000
