Robots 10
-36.607860 11.266463 1.607091
-27.299053 19.870069 2.500000
-35.248982 35.456824 -0.063763
-22.737742 3.523865 2.500000
34.208275 -4.022930 3.034782
18.516924 4.956050 2.500000
36.202240 9.855990 -1.556886
7.256511 3.786397 2.500000
32.128026 -36.472726 3.195961
13.837199 -28.066592 2.500000
35.697377 -12.283963 3.167534
0.378961 -36.597947 2.500000
5.100392 36.339267 2.931726
-3.602390 17.971960 2.500000
4.402599 20.764826 1.548801
27.988030 36.221853 2.500000
-32.005020 -28.018601 0.089256
-11.856848 -7.306265 2.500000
-12.367668 -22.412825 3.173969
-35.275546 -12.083364 2.500000
