Robots 10
-36.567316 10.328152 1.531119
-25.981842 20.687834 2.500000
-35.376652 35.758433 -0.044783
-22.726413 4.168499 2.500000
33.592832 -4.153003 2.920602
18.290207 4.763390 2.500000
36.397286 10.049295 -1.471441
8.614405 3.922309 2.500000
31.975071 -35.727250 2.869454
14.225071 -28.401104 2.500000
35.030576 -11.720224 3.136489
0.037565 -37.009805 2.500000
5.780572 36.222759 3.093923
-4.861258 18.207659 2.500000
3.847248 20.895121 1.545331
28.880518 36.027767 2.500000
-31.505167 -28.181197 -0.160412
-11.486148 -7.599154 2.500000
-12.083228 -22.308831 2.976169
-34.910753 -12.955364 2.500000
