Robots 10
-36.689642 10.379083 1.560103
-26.474372 20.295796 2.500000
-34.766020 35.280767 0.057247
-21.979102 3.524854 2.500000
33.749740 -3.934263 3.152640
18.163443 5.411140 2.500000
36.170910 9.013566 -1.626704
7.181651 3.125878 2.500000
32.323756 -36.069797 2.928359
13.413196 -28.040546 2.500000
35.955392 -12.196305 3.142490
0.210704 -36.018430 2.500000
5.999062 36.365677 3.074092
-4.577594 18.351287 2.500000
3.978558 20.855641 1.628397
28.476129 35.838990 2.500000
-32.427317 -28.006475 0.076684
-11.853759 -7.706713 2.500000
-12.470390 -21.766706 3.022369
-36.015355 -12.189378 2.500000
