Robots 10
-36.267139 11.212525 1.580262
-26.314009 21.014733 2.500000
-35.134589 36.350452 0.172063
-23.009249 3.635535 2.500000
33.132273 -3.578990 3.035643
18.527225 4.683559 2.500000
36.226256 8.780676 -1.632319
8.064213 3.968472 2.500000
30.971142 -35.985701 2.948319
14.597625 -27.739792 2.500000
35.329678 -12.049662 3.096789
-0.133976 -36.486231 2.500000
6.674470 36.558662 3.074091
-3.909426 19.143015 2.500000
4.267165 21.310396 1.460875
28.534282 35.370580 2.500000
-31.039867 -28.119243 0.061819
-11.721378 -7.135733 2.500000
-12.421229 -22.411888 2.896032
-35.257813 -11.889448 2.500000
