Robots 10
-36.456010 10.354850 1.659290
-26.643459 19.408735 2.500000
-34.859593 35.534371 0.131526
-22.980308 3.712170 2.500000
34.312861 -4.408013 3.038150
18.577254 6.002741 2.500000
36.361631 9.831928 -1.532994
7.602486 2.719757 2.500000
31.329744 -36.164355 2.943895
13.795017 -27.120313 2.500000
35.937059 -11.719493 3.182972
-0.878954 -36.904929 2.500000
6.146155 36.465420 2.997094
-3.202383 18.353576 2.500000
3.756419 20.637741 1.640226
28.049698 36.168601 2.500000
-31.226661 -28.225278 -0.054395
-11.941111 -7.044655 2.500000
-11.977085 -22.446948 3.005281
-34.964774 -12.911542 2.500000
