Robots 10
-36.362673 11.096637 1.442884
-26.377270 19.366978 2.500000
-34.927609 36.138669 -0.177875
-22.259920 3.954877 2.500000
33.470692 -4.114582 3.150904
19.077259 5.490923 2.500000
36.374941 10.054425 -1.636147
7.973663 3.753025 2.500000
31.109128 -36.464715 3.072612
13.502045 -27.731191 2.500000
35.112611 -11.784608 3.078540
0.308789 -36.444219 2.500000
5.171667 36.710870 3.136950
-3.919083 17.481646 2.500000
4.368921 20.967968 1.693631
28.415555 35.852432 2.500000
-31.899150 -27.915540 0.006419
-11.923850 -7.534996 2.500000
-12.468642 -22.153973 2.896436
-35.152072 -12.561051 2.500000
