Robots 10
-36.275729 11.850143 1.482757
-26.905381 19.658631 2.500000
-34.836757 35.262085 0.055113
-23.675288 3.286304 2.500000
34.611998 -3.622328 3.182546
18.531633 5.058617 2.500000
36.435864 9.890569 -1.525951
8.123448 4.226296 2.500000
31.838028 -36.212752 3.042639
13.262071 -27.361849 2.500000
34.875661 -12.098874 2.998013
-0.093296 -36.194887 2.500000
5.356319 36.034546 3.182464
-3.961266 19.032249 2.500000
4.054621 20.637706 1.664101
27.580317 36.030728 2.500000
-31.101701 -28.233842 -0.027601
-11.115965 -6.075715 2.500000
-11.988072 -23.131577 2.996216
-35.077449 -12.868786 2.500000
