Robots 10
-36.542782 12.279154 1.522320
-27.220559 19.778442 2.500000
-35.319787 35.984615 0.125603
-23.405675 3.675345 2.500000
33.402380 -3.679573 2.940530
19.704606 5.442024 2.500000
36.279138 9.537694 -1.543088
8.826528 3.652255 2.500000
31.946017 -36.218551 3.019896
12.969618 -28.636454 2.500000
35.962812 -11.971648 3.063230
-0.622678 -36.631719 2.500000
5.659080 36.218082 3.040033
-3.689411 18.169233 2.500000
3.845148 21.359456 1.540725
28.267482 36.660721 2.500000
-32.482336 -27.938594 -0.086897
-11.966858 -6.727640 2.500000
-12.247045 -22.736750 3.019879
-34.856717 -12.092409 2.500000
