Robots 10
-36.317249 10.444329 1.429383
-26.399359 19.630791 2.500000
-35.119456 35.603669 -0.057800
-22.784730 3.721661 2.500000
34.225491 -3.930655 2.854988
19.859402 5.282771 2.500000
36.226876 10.399791 -1.566219
7.517160 3.100128 2.500000
31.724642 -36.155555 2.947614
12.832658 -27.719862 2.500000
35.293141 -12.160433 3.026651
-0.240040 -36.700058 2.500000
5.177414 36.193681 3.061720
-4.262430 19.003087 2.500000
4.356015 20.509002 1.574011
28.086685 36.568140 2.500000
-31.959120 -27.927820 0.010796
-12.053684 -6.725326 2.500000
-12.118206 -21.529993 2.924811
-34.883893 -12.379798 2.500000
