Robots 10
-36.699116 12.185302 1.558626
-26.942959 20.039180 2.500000
-35.041599 35.749333 -0.020787
-23.516690 3.617209 2.500000
33.641958 -3.357816 3.127337
18.695775 5.435882 2.500000
36.286704 10.430135 -1.530129
7.345315 3.807843 2.500000
31.773631 -35.616125 2.986398
13.449141 -28.283327 2.500000
35.228136 -12.226849 3.120910
0.213129 -36.992491 2.500000
5.240019 36.345457 3.164736
-4.036660 17.580600 2.500000
3.984138 21.027742 1.311232
28.765891 36.424020 2.500000
-30.722702 -27.828640 -0.042616
-11.523915 -6.249381 2.500000
-12.421977 -22.412344 2.992066
-35.981514 -12.066592 2.500000
