Robots 10
-36.351602 11.307441 1.395808
-25.785416 20.605076 2.500000
-35.163977 35.948666 0.134060
-23.128599 4.045004 2.500000
34.597685 -3.783680 2.924314
19.670677 5.118610 2.500000
36.182172 9.450756 -1.614573
8.618403 3.328405 2.500000
31.683873 -35.772921 2.816070
13.652284 -27.518458 2.500000
35.136496 -11.839082 3.196543
-0.891225 -35.590702 2.500000
5.715038 36.228278 2.974435
-3.953636 17.767297 2.500000
3.781729 20.486022 1.675769
28.797432 36.108254 2.500000
-31.479605 -27.932938 -0.040051
-11.830188 -6.586009 2.500000
-12.164254 -22.200423 2.990978
-35.573598 -12.634471 2.500000
