Robots 10
-36.340641 11.280277 1.648070
-26.557604 19.422954 2.500000
-35.559111 35.319167 0.150915
-22.184748 3.680345 2.500000
34.283009 -4.001659 2.955519
19.885851 5.338054 2.500000
36.195774 8.708881 -1.555052
8.447287 3.267565 2.500000
31.511807 -35.564042 2.946685
13.880481 -28.126116 2.500000
35.486719 -11.640704 3.144626
-0.483481 -36.127328 2.500000
6.955416 36.280736 2.998545
-4.564768 17.850025 2.500000
4.024690 21.007002 1.618703
28.384351 36.465487 2.500000
-32.089448 -28.079872 -0.177836
-11.738133 -7.618514 2.500000
-12.215284 -21.283882 2.868062
-34.944093 -12.141539 2.500000
