Robots 10
-36.668114 10.585561 1.592190
-26.927193 20.332340 2.500000
-35.299361 35.677925 0.032577
-22.606420 3.752515 2.500000
33.674668 -3.959913 2.937287
19.342142 5.441445 2.500000
36.462727 9.937013 -1.631078
8.562081 3.757560 2.500000
31.963880 -35.942646 2.960055
13.632665 -28.689418 2.500000
35.150994 -12.277036 3.152649
-0.135578 -36.899383 2.500000
5.130180 36.230748 2.933968
-3.991664 17.228817 2.500000
3.692594 20.921320 1.640502
29.472863 36.156600 2.500000
-31.137853 -27.683717 0.088372
-11.523887 -6.500297 2.500000
-11.883814 -21.327367 3.195358
-36.031737 -12.884010 2.500000
