Robots 10
-57.591798 -41.430463 0.069400
-12.938887 34.617710 2.500000
-39.459478 38.645621 0.131915
-15.089425 -51.800082 2.500000
34.902027 -47.823634 -0.194071
34.782197 30.951815 2.500000
-11.124459 -39.336880 0.193817
34.249308 -9.964728 2.500000
-55.377558 -1.519040 0.074808
16.554968 -7.743880 2.500000
56.025891 -45.617636 2.945374
-8.184555 -21.304726 2.500000
9.623978 38.266642 -1.553132
58.012273 -9.041487 2.500000
-15.321684 8.586809 -0.163431
-50.930706 -21.238505 2.500000
56.132451 32.157266 1.721241
-19.942223 13.580500 2.500000
26.051409 40.559663 3.008090
12.803861 -43.017812 2.500000
