Robots 10
-57.366503 -41.019189 -0.153998
-12.983421 34.973544 2.500000
-39.664168 37.667649 0.110650
-14.051698 -50.407809 2.500000
35.689243 -48.460526 -0.142694
34.280636 31.956011 2.500000
-11.038311 -39.215555 0.005605
34.205616 -10.870110 2.500000
-55.221667 -0.533542 0.140923
16.550171 -8.147587 2.500000
55.886771 -46.104094 2.898703
-8.616205 -20.893637 2.500000
8.591572 36.834782 -1.322776
57.352485 -7.319599 2.500000
-15.273658 8.217968 0.111338
-51.439219 -21.337529 2.500000
55.829207 32.153996 2.026170
-20.637000 14.939256 2.500000
26.271347 40.913945 2.907211
13.510241 -42.899447 2.500000
