Robots 10
-57.659149 -40.857714 0.121445
-12.098211 35.186202 2.500000
-39.178970 38.683563 0.164912
-14.811431 -50.961238 2.500000
34.680488 -47.817312 -0.044207
33.676196 31.243903 2.500000
-11.554494 -38.927476 -0.039483
33.768014 -9.838377 2.500000
-54.995621 -0.526692 0.173659
17.009052 -8.413929 2.500000
55.742435 -46.132391 3.076890
-9.787437 -21.042957 2.500000
9.405000 37.171641 -1.526988
56.960188 -7.684460 2.500000
-16.670256 8.187363 -0.019976
-51.024980 -22.545372 2.500000
55.891323 32.519890 2.017114
-20.553126 14.209374 2.500000
25.536152 41.019396 3.193200
13.218833 -42.212615 2.500000
