Robots 10
-58.119837 -41.467572 0.070418
-13.215623 34.980684 2.500000
-39.659896 38.696294 0.043787
-15.658958 -51.064879 2.500000
34.937309 -48.496515 0.185903
34.103773 31.252930 2.500000
-11.333361 -38.137672 -0.091251
34.248293 -9.251890 2.500000
-56.011739 -1.869205 0.000703
17.524850 -8.765937 2.500000
55.911870 -45.707864 3.113431
-8.873974 -21.077316 2.500000
8.386836 36.822826 -1.589454
57.445439 -7.405718 2.500000
-15.610171 8.764931 -0.149312
-50.604833 -21.507845 2.500000
55.940295 32.186961 1.859353
-21.364538 13.433177 2.500000
25.922995 40.050727 3.037481
13.128152 -42.472700 2.500000
