Robots 10
-57.841292 -40.974878 0.044864
-11.894958 34.843477 2.500000
-39.255699 37.540601 0.037278
-14.396663 -51.701977 2.500000
34.917696 -48.221854 -0.127862
33.684490 31.591175 2.500000
-11.595221 -38.770314 0.091606
34.302682 -9.426712 2.500000
-54.888647 -1.266627 0.105692
17.125879 -8.744780 2.500000
56.405022 -46.307568 2.919824
-8.637395 -20.372440 2.500000
9.251778 38.156785 -1.593159
58.337956 -7.671110 2.500000
-15.605897 8.630969 -0.069159
-51.514565 -22.018970 2.500000
56.030201 32.548694 1.823449
-20.066153 13.331655 2.500000
26.387869 40.955174 2.800990
13.377690 -43.526300 2.500000
