Robots 10
-57.306042 -40.949615 0.043557
-12.567720 35.039439 2.500000
-39.748625 39.112681 0.004075
-13.977402 -51.434272 2.500000
34.591092 -48.817768 0.105250
35.080668 31.803541 2.500000
-11.014767 -38.886113 -0.160038
35.231304 -10.069227 2.500000
-56.019355 -1.646610 0.079543
16.616246 -8.366915 2.500000
56.399456 -46.122008 3.072379
-8.193591 -20.603124 2.500000
9.852145 37.335536 -1.474501
57.768344 -8.016243 2.500000
-15.553170 8.187533 0.031373
-51.353197 -22.784107 2.500000
56.046727 32.430217 2.069132
-20.440235 13.788095 2.500000
26.625755 40.260005 3.181327
13.440381 -42.315949 2.500000
