Robots 10
-57.847339 -40.548651 -0.158287
-12.525945 35.625696 2.500000
-39.272697 38.835343 0.134743
-14.916145 -51.417369 2.500000
35.273320 -49.117707 0.140042
33.656351 32.345414 2.500000
-10.858364 -38.930999 0.083285
33.898709 -9.977436 2.500000
-55.019275 -0.848251 -0.015774
16.356426 -8.169460 2.500000
56.682385 -45.956403 3.113750
-9.671200 -20.312211 2.500000
9.091120 37.145350 -1.605896
58.378897 -7.737817 2.500000
-15.768218 8.546061 0.106448
-51.717849 -22.393495 2.500000
56.319104 32.285366 1.818828
-20.686961 13.811952 2.500000
26.454980 40.454457 3.189587
12.892236 -42.829565 2.500000
