Robots 10
-57.614340 -41.170185 0.091484
-11.640496 34.689756 2.500000
-39.289241 38.228489 -0.063209
-14.058346 -50.714926 2.500000
34.911521 -48.960107 0.177809
34.199039 31.081284 2.500000
-11.168874 -38.898233 -0.059875
33.689461 -9.690156 2.500000
-54.989177 -1.317659 0.085656
15.700070 -8.706499 2.500000
55.980943 -46.021320 3.186220
-8.327513 -21.286360 2.500000
9.429064 38.269654 -1.345276
58.329307 -8.332851 2.500000
-16.440665 8.380788 0.193453
-51.181345 -21.644323 2.500000
56.182020 31.961957 1.797568
-20.708699 13.464306 2.500000
25.742492 40.623928 3.061135
13.253460 -42.092068 2.500000
