Robots 10
-57.871539 -41.354220 -0.199550
-11.861865 35.031639 2.500000
-39.297521 39.096730 0.170723
-14.099288 -50.782578 2.500000
35.147718 -48.871679 -0.009647
34.388814 31.965752 2.500000
-11.378130 -38.977816 -0.080202
34.793921 -10.348584 2.500000
-54.953132 -0.470833 -0.188737
16.041642 -7.934569 2.500000
56.404026 -46.002744 2.943109
-8.830687 -21.210698 2.500000
8.863805 37.810623 -1.619365
57.161942 -7.682311 2.500000
-16.296265 8.112975 -0.057930
-51.154409 -22.776376 2.500000
55.963571 31.787772 1.775502
-20.292708 13.753687 2.500000
26.075872 40.515133 2.807657
13.974752 -43.242642 2.500000
