Robots 10
-57.507550 -41.108691 -0.092995
-12.693253 35.818609 2.500000
-39.898466 39.095360 0.184413
-14.406394 -51.267700 2.500000
34.703943 -47.654798 0.009610
33.392555 31.306931 2.500000
-11.657144 -38.069499 -0.028645
33.679595 -10.088856 2.500000
-55.346483 -0.969229 0.003330
16.363237 -9.168857 2.500000
56.289699 -46.263367 3.007491
-8.665400 -21.591785 2.500000
8.996042 37.496735 -1.677013
58.000295 -7.390568 2.500000
-16.621740 8.270420 -0.080213
-51.190832 -22.910707 2.500000
55.822845 32.552278 1.884292
-20.980567 13.775329 2.500000
26.387057 40.726059 2.992977
13.873073 -42.396635 2.500000
