Robots 10
-58.131158 -41.677098 -0.092953
-11.832449 35.257562 2.500000
-39.466365 38.351877 0.129111
-14.672318 -51.897546 2.500000
35.345157 -49.073030 -0.042676
35.000999 31.073358 2.500000
-11.698597 -38.517768 -0.166099
34.545063 -9.627156 2.500000
-54.918625 -1.246691 0.116061
16.846299 -8.356710 2.500000
56.441964 -45.471301 3.035797
-9.373818 -21.587024 2.500000
9.496401 38.292600 -1.388251
57.561699 -7.310565 2.500000
-15.287499 8.497477 -0.037001
-51.411810 -22.921500 2.500000
56.027204 32.367048 1.787820
-21.095951 14.262387 2.500000
26.449432 40.330301 2.905119
12.582667 -42.277823 2.500000
