Robots 10
-57.313342 -41.055571 0.075213
-12.347086 35.890947 2.500000
-39.715084 38.996592 0.102565
-14.193531 -51.707136 2.500000
35.223647 -48.331408 0.033188
33.801771 31.272628 2.500000
-10.802980 -39.041021 -0.061610
34.590580 -10.864719 2.500000
-55.704749 -1.277729 0.191966
16.861148 -7.959140 2.500000
56.542707 -46.706544 3.170431
-8.249334 -20.446224 2.500000
8.731801 37.182716 -1.502727
57.410833 -7.435370 2.500000
-15.789113 7.979191 -0.121835
-51.827769 -22.109103 2.500000
55.676578 32.502328 1.944341
-20.679847 14.543848 2.500000
25.590423 40.868516 2.955781
13.794493 -42.918723 2.500000
