Robots 10
-57.921286 -40.510471 -0.149138
-11.592261 35.267109 2.500000
-39.649039 38.334980 0.086443
-14.801027 -52.075552 2.500000
35.448909 -48.991324 0.162113
33.394452 31.644749 2.500000
-11.198043 -38.202716 0.102201
35.067219 -9.757558 2.500000
-55.594009 -1.214535 0.141811
16.544598 -9.053281 2.500000
55.750626 -46.753247 3.130921
-7.996438 -20.899751 2.500000
8.850821 36.927993 -1.396822
57.241752 -8.334150 2.500000
-15.408753 8.815985 -0.028972
-50.434338 -22.215193 2.500000
55.868203 32.091345 1.815320
-20.832433 13.256168 2.500000
26.556547 39.926884 2.932375
12.950910 -43.528396 2.500000
