Robots 10
-57.862186 -41.388281 0.045988
-13.440011 34.952829 2.500000
-39.172480 37.603764 -0.121032
-15.335912 -51.409225 2.500000
34.772443 -48.732210 -0.177770
34.041261 32.482436 2.500000
-11.980982 -38.046606 0.005116
34.546653 -9.848806 2.500000
-54.893220 -1.042241 0.138994
16.268672 -8.536058 2.500000
56.568256 -45.972704 3.118907
-9.358986 -21.096818 2.500000
9.730965 37.037157 -1.595841
57.428763 -8.195511 2.500000
-16.004350 8.126651 -0.093258
-51.909328 -22.392344 2.500000
56.092766 31.933512 1.859628
-21.082447 14.203266 2.500000
25.592516 41.133887 3.173445
12.818354 -43.116595 2.500000
