Robots 10
-58.023769 -41.226006 0.141231
-12.245403 34.687326 2.500000
-39.351104 37.524780 -0.093916
-15.217216 -51.552617 2.500000
34.527858 -48.626206 0.026097
33.925045 31.296883 2.500000
-11.321472 -39.032999 -0.140107
33.849362 -10.164792 2.500000
-54.739016 -1.003830 0.166860
16.644522 -9.011019 2.500000
55.958969 -45.931737 2.929172
-8.824896 -19.948020 2.500000
9.726719 37.409423 -1.655832
58.375499 -7.572552 2.500000
-15.388884 8.760685 -0.076834
-50.778907 -21.701511 2.500000
55.882704 32.388347 1.758480
-20.934811 14.101275 2.500000
26.329914 40.057736 2.968969
13.934464 -43.671737 2.500000
