Robots 10
-57.880070 -40.597737 -0.072105
-12.297753 35.273788 2.500000
-39.345922 38.020256 -0.037655
-15.032099 -51.892287 2.500000
34.352090 -47.886357 -0.090953
34.166177 31.217805 2.500000
-11.899047 -38.297674 0.109570
34.630642 -9.455121 2.500000
-55.569397 -1.397255 -0.013641
16.982465 -9.164873 2.500000
56.666633 -45.380865 3.081487
-9.772354 -21.409227 2.500000
8.895445 36.625779 -1.604125
57.313935 -7.723422 2.500000
-15.265969 8.430743 -0.056695
-51.557566 -21.166959 2.500000
55.365090 32.238566 1.809453
-20.903810 14.526435 2.500000
25.782901 41.253677 3.103160
13.730606 -42.616437 2.500000
