Robots 10
-58.068304 -41.547214 -0.175897
-12.425445 34.166737 2.500000
-39.731573 38.302580 0.199943
-14.414203 -51.514731 2.500000
34.813995 -47.792388 0.043864
34.194950 31.821719 2.500000
-11.054634 -39.431855 -0.018299
34.564637 -10.393788 2.500000
-55.212326 -0.902824 0.107298
17.306908 -8.472059 2.500000
55.744695 -46.231965 2.942340
-9.553104 -21.024400 2.500000
9.632341 37.790386 -1.566299
56.871612 -8.504230 2.500000
-15.447379 8.333060 0.041505
-51.403230 -22.450574 2.500000
55.618335 32.500649 1.878785
-20.809031 14.407699 2.500000
25.740703 40.791222 3.061563
13.709427 -42.823336 2.500000
