Robots 10
-58.212270 -42.063804 0.024145
-13.158574 35.576040 2.500000
-39.285706 37.606499 0.001591
-13.896333 -50.739089 2.500000
35.325079 -48.497560 0.180109
34.288217 32.164975 2.500000
-11.260188 -37.982477 -0.069628
33.552276 -10.780030 2.500000
-54.643842 -0.860200 -0.100698
16.544292 -8.209137 2.500000
56.500615 -46.494381 2.979800
-8.898923 -21.645492 2.500000
9.559914 37.847444 -1.486837
58.718882 -8.064940 2.500000
-16.618230 8.144921 -0.182709
-50.866185 -22.878039 2.500000
56.014182 31.870800 1.857783
-20.393216 13.866652 2.500000
25.775369 41.055173 3.002397
12.313825 -42.658234 2.500000
