Robots 10
-57.922307 -40.979772 0.094713
-11.944199 34.337065 2.500000
-39.221091 37.427444 -0.049119
-15.482916 -51.341855 2.500000
35.260745 -48.711290 -0.077262
34.376351 30.950786 2.500000
-11.067197 -39.523522 0.077099
33.988138 -10.648457 2.500000
-56.025292 -1.400326 0.192186
16.213669 -8.120268 2.500000
55.823851 -46.237994 3.095603
-8.888177 -21.716935 2.500000
9.142807 38.540441 -1.585767
56.903541 -7.609138 2.500000
-15.013481 8.122977 0.126509
-51.618571 -21.692130 2.500000
56.130518 31.871182 1.737320
-20.010727 14.667459 2.500000
26.100692 40.349017 2.921664
13.840939 -43.495903 2.500000
