Robots 10
-57.819340 -41.214405 0.096757
-11.943409 35.224602 2.500000
-39.365658 38.896239 0.095524
-14.224529 -51.014805 2.500000
34.463972 -48.574183 0.148677
34.089525 31.795559 2.500000
-11.423427 -37.926274 0.049274
33.693226 -9.721479 2.500000
-55.546416 -1.538382 0.078270
17.407569 -8.536786 2.500000
55.722340 -46.075434 2.860016
-8.494898 -21.211031 2.500000
9.034046 37.720747 -1.545410
57.814774 -8.620120 2.500000
-15.171161 8.110397 -0.123251
-52.121487 -22.327937 2.500000
55.908607 32.018230 1.992801
-20.781948 13.056383 2.500000
25.690749 40.488346 3.038893
12.342836 -42.986477 2.500000
