Robots 10
-57.769545 -40.873984 -0.172323
-12.863246 35.133397 2.500000
-39.388735 39.039511 0.194005
-14.498861 -51.789593 2.500000
34.938740 -48.326412 0.015358
34.249234 31.251412 2.500000
-10.886034 -38.335984 -0.052800
34.983226 -10.474246 2.500000
-55.913466 -1.186943 0.189845
16.877969 -7.971942 2.500000
56.456084 -45.557393 2.816925
-8.324727 -21.321276 2.500000
9.175224 37.769284 -1.594039
57.066058 -7.793891 2.500000
-15.237700 8.271155 -0.145747
-50.999751 -21.217606 2.500000
55.703799 32.564250 1.879748
-21.127152 13.386342 2.500000
26.472935 39.954395 2.873656
12.599281 -43.323846 2.500000
