Robots 10
-58.005647 -41.786644 0.160658
-12.725003 34.352601 2.500000
-39.679007 38.492553 0.165188
-14.472351 -50.236162 2.500000
34.621464 -48.967188 -0.095272
34.737529 32.404457 2.500000
-10.712374 -38.399693 -0.143499
34.624563 -9.533822 2.500000
-54.982889 -0.400583 -0.148509
15.933283 -9.150918 2.500000
56.377705 -45.797955 2.915977
-8.403143 -20.692062 2.500000
9.464094 37.171148 -1.433022
57.603618 -7.630149 2.500000
-15.222350 8.699480 -0.182847
-50.421585 -22.353532 2.500000
55.439512 32.197494 2.012531
-20.728536 13.425245 2.500000
25.641596 41.012827 3.065312
13.467017 -43.824752 2.500000
