Robots 10
-57.681149 -41.470450 -0.194863
-12.650465 34.230886 2.500000
-39.494735 37.698341 -0.011829
-13.775543 -51.579554 2.500000
34.192500 -48.401411 0.117166
34.616039 30.771016 2.500000
-11.111709 -39.275326 -0.149638
33.732536 -10.347197 2.500000
-55.149489 -1.251482 0.055962
17.199074 -9.191126 2.500000
56.468494 -46.076671 2.871457
-8.854484 -20.962131 2.500000
8.605947 36.718994 -1.528816
57.935656 -8.041028 2.500000
-16.032746 8.651353 0.076929
-51.661173 -21.847294 2.500000
55.708629 32.330323 1.843565
-20.137827 13.351385 2.500000
25.548417 40.500483 2.810269
12.742428 -42.569856 2.500000
