Robots 10
-57.986876 -41.008711 -0.042674
-13.034561 35.012517 2.500000
-39.591627 38.088436 0.024794
-13.972208 -50.462233 2.500000
35.078437 -48.276587 0.181753
33.852196 32.103292 2.500000
-11.221447 -39.105100 -0.139355
33.537125 -9.864147 2.500000
-55.602373 -1.164162 0.112701
16.565492 -9.607084 2.500000
56.190412 -46.290108 3.069619
-9.202410 -21.102436 2.500000
9.475807 37.063559 -1.350342
57.159520 -7.936327 2.500000
-16.113001 8.548168 -0.193353
-51.282092 -22.433765 2.500000
56.251443 32.020055 1.925706
-19.785130 13.712680 2.500000
25.973617 40.630087 2.898181
14.012791 -43.143793 2.500000
