Robots 10
-57.675647 -40.530831 0.067337
-12.558151 35.133480 2.500000
-39.463153 37.883666 -0.051781
-14.372021 -50.353638 2.500000
34.457325 -47.511839 0.150421
34.292302 32.282177 2.500000
-12.105343 -38.227088 0.049489
34.330723 -9.494836 2.500000
-55.964305 -1.565309 0.021765
15.655877 -8.707749 2.500000
55.709335 -46.257834 2.816285
-9.655497 -20.554635 2.500000
9.384900 37.063048 -1.430864
57.688403 -7.263104 2.500000
-15.521302 8.578667 0.056192
-51.593272 -22.561986 2.500000
55.556552 32.134768 1.752931
-20.782719 14.698423 2.500000
26.396807 39.775218 2.968801
13.527923 -43.655654 2.500000
