Robots 10
-57.437487 -40.696385 0.071657
-12.366495 35.870703 2.500000
-39.211981 37.533442 -0.183346
-14.437644 -51.841107 2.500000
34.743857 -48.227576 -0.054443
35.021666 32.049127 2.500000
-10.828531 -39.072752 -0.137429
34.515926 -10.854375 2.500000
-56.025754 -1.903208 0.062448
16.088136 -8.399822 2.500000
56.054207 -45.651659 3.144087
-8.014030 -21.243149 2.500000
8.814186 37.125519 -1.605568
57.539797 -8.444826 2.500000
-15.845678 8.477531 -0.095867
-51.168970 -22.750569 2.500000
55.667844 32.379349 1.759763
-21.112502 14.299184 2.500000
26.108024 40.948213 2.980079
13.425319 -42.046328 2.500000
