Robots 10
-57.850313 -41.977099 0.135613
-11.970148 34.627924 2.500000
-39.143824 37.551107 0.046148
-15.394481 -50.751848 2.500000
34.721700 -48.460220 -0.188122
34.313062 31.399947 2.500000
-11.119150 -39.445028 -0.121787
34.738116 -9.299434 2.500000
-55.329207 -0.854513 -0.003337
16.128967 -9.227771 2.500000
56.490837 -45.378011 2.820975
-8.498860 -21.489074 2.500000
8.885603 37.317429 -1.434385
57.504729 -8.440867 2.500000
-15.435275 7.968771 -0.086236
-51.356984 -22.546415 2.500000
55.604471 32.384857 1.863900
-20.404837 13.142826 2.500000
26.431163 40.527709 3.161018
13.099352 -43.593895 2.500000
