Robots 10
-57.503942 -41.463235 0.174540
-11.627776 34.590177 2.500000
-39.549101 38.791450 -0.193723
-14.521647 -50.746529 2.500000
34.418711 -48.742113 -0.179631
34.371695 32.051377 2.500000
-10.606851 -38.696036 0.032591
33.943718 -9.195140 2.500000
-55.125631 -0.889398 0.189898
16.344445 -8.154148 2.500000
56.070506 -46.455922 2.956665
-9.314705 -20.584189 2.500000
9.835494 37.368244 -1.452433
56.875995 -8.463827 2.500000
-15.279179 8.151754 0.024421
-51.697502 -21.501958 2.500000
55.551375 32.121784 1.888442
-19.822127 13.556277 2.500000
26.350102 40.494495 3.030598
13.811707 -42.959069 2.500000
